country,indicator,date,year_week,value,source,url
Slovenia,Daily hospital occupancy,2022-03-02,2022-W09,469,Country_Github,
Slovenia,Daily hospital occupancy,2022-03-03,2022-W09,433,Country_Github,
Slovenia,Daily hospital occupancy,2022-03-04,2022-W09,404,Country_Github,
Slovenia,Daily hospital occupancy,2022-03-05,2022-W09,369,Country_Github,
Slovenia,Daily hospital occupancy,2022-03-06,2022-W09,375,Country_Github,
Slovenia,Daily hospital occupancy,2022-03-07,2022-W10,383,Country_Github,
Slovenia,Daily hospital occupancy,2022-03-08,2022-W10,373,Country_Github,
Slovenia,Daily hospital occupancy,2022-03-09,2022-W10,358,Country_Github,
Slovenia,Daily hospital occupancy,2022-03-10,2022-W10,341,Country_Github,
Slovenia,Daily hospital occupancy,2022-03-11,2022-W10,332,Country_Github,
Slovenia,Daily hospital occupancy,2022-03-12,2022-W10,324,Country_Github,
Slovenia,Daily hospital occupancy,2022-03-13,2022-W10,326,Country_Github,
Slovenia,Daily hospital occupancy,2022-03-14,2022-W11,320,Country_Github,
Slovenia,Daily hospital occupancy,2022-03-15,2022-W11,303,Country_Github,
Slovenia,Daily hospital occupancy,2022-03-16,2022-W11,291,Country_Github,
Slovenia,Daily hospital occupancy,2022-03-17,2022-W11,280,Country_Github,
Slovenia,Daily hospital occupancy,2022-03-18,2022-W11,278,Country_Github,
Slovenia,Daily hospital occupancy,2022-03-19,2022-W11,283,Country_Github,
Slovenia,Daily hospital occupancy,2022-03-20,2022-W11,285,Country_Github,
Slovenia,Daily hospital occupancy,2022-03-21,2022-W12,297,Country_Github,
Slovenia,Daily hospital occupancy,2022-03-22,2022-W12,297,Country_Github,
Slovenia,Daily hospital occupancy,2022-03-23,2022-W12,287,Country_Github,
Slovenia,Daily hospital occupancy,2022-03-24,2022-W12,285,Country_Github,
Slovenia,Daily hospital occupancy,2022-03-25,2022-W12,292,Country_Github,
Slovenia,Daily hospital occupancy,2022-03-26,2022-W12,277,Country_Github,
Slovenia,Daily hospital occupancy,2022-03-27,2022-W12,295,Country_Github,
Slovenia,Daily hospital occupancy,2022-03-28,2022-W13,307,Country_Github,
Slovenia,Daily hospital occupancy,2022-03-29,2022-W13,303,Country_Github,
Slovenia,Daily hospital occupancy,2022-03-30,2022-W13,300,Country_Github,
Slovenia,Daily hospital occupancy,2022-03-31,2022-W13,301,Country_Github,
Slovenia,Daily hospital occupancy,2022-04-01,2022-W13,290,Country_Github,
Slovenia,Daily hospital occupancy,2022-04-02,2022-W13,265,Country_Github,
Slovenia,Daily hospital occupancy,2022-04-03,2022-W13,275,Country_Github,
Slovenia,Daily hospital occupancy,2022-04-04,2022-W14,291,Country_Github,
Slovenia,Daily hospital occupancy,2022-04-05,2022-W14,272,Country_Github,
Slovenia,Daily hospital occupancy,2022-04-06,2022-W14,270,Country_Github,
Slovenia,Daily hospital occupancy,2022-04-07,2022-W14,268,Country_Github,
Slovenia,Daily hospital occupancy,2022-04-08,2022-W14,272,Country_Github,
Slovenia,Daily hospital occupancy,2022-04-09,2022-W14,268,Country_Github,
Slovenia,Daily hospital occupancy,2022-04-10,2022-W14,276,Country_Github,
Slovenia,Daily hospital occupancy,2022-04-11,2022-W15,275,Country_Github,
Slovenia,Daily hospital occupancy,2022-04-12,2022-W15,243,Country_Github,
Slovenia,Daily hospital occupancy,2022-04-13,2022-W15,228,Country_Github,
Slovenia,Daily hospital occupancy,2022-04-14,2022-W15,223,Country_Github,
Slovenia,Daily hospital occupancy,2022-04-15,2022-W15,215,Country_Github,
Slovenia,Daily hospital occupancy,2022-04-16,2022-W15,204,Country_Github,
Slovenia,Daily hospital occupancy,2022-04-17,2022-W15,208,Country_Github,
Slovenia,Daily hospital occupancy,2022-04-18,2022-W16,202,Country_Github,
Slovenia,Daily hospital occupancy,2022-04-19,2022-W16,208,Country_Github,
Slovenia,Daily hospital occupancy,2022-04-20,2022-W16,201,Country_Github,
Slovenia,Daily hospital occupancy,2022-04-21,2022-W16,189,Country_Github,
Slovenia,Daily hospital occupancy,2022-04-22,2022-W16,180,Country_Github,
Slovenia,Daily hospital occupancy,2022-04-23,2022-W16,169,Country_Github,
Slovenia,Daily hospital occupancy,2022-04-24,2022-W16,168,Country_Github,
Slovenia,Daily hospital occupancy,2022-04-25,2022-W17,166,Country_Github,
Slovenia,Daily hospital occupancy,2022-04-26,2022-W17,171,Country_Github,
Slovenia,Daily hospital occupancy,2022-04-27,2022-W17,155,Country_Github,
Slovenia,Daily hospital occupancy,2022-04-28,2022-W17,160,Country_Github,
Slovenia,Daily hospital occupancy,2022-04-29,2022-W17,145,Country_Github,
Slovenia,Daily hospital occupancy,2022-04-30,2022-W17,148,Country_Github,
Slovenia,Daily hospital occupancy,2022-05-01,2022-W17,145,Country_Github,
Slovenia,Daily hospital occupancy,2022-05-02,2022-W18,153,Country_Github,
Slovenia,Daily hospital occupancy,2022-05-03,2022-W18,159,Country_Github,
Slovenia,Daily hospital occupancy,2022-05-04,2022-W18,156,Country_Github,
Slovenia,Daily hospital occupancy,2022-05-05,2022-W18,138,Country_Github,
Slovenia,Daily hospital occupancy,2022-05-06,2022-W18,127,Country_Github,
Slovenia,Daily hospital occupancy,2022-05-07,2022-W18,131,Country_Github,
Slovenia,Daily hospital occupancy,2022-05-08,2022-W18,133,Country_Github,
Slovenia,Daily hospital occupancy,2022-05-09,2022-W19,136,Country_Github,
Slovenia,Daily hospital occupancy,2022-05-10,2022-W19,131,Country_Github,
Slovenia,Daily hospital occupancy,2022-05-11,2022-W19,115,Country_Github,
Slovenia,Daily hospital occupancy,2022-05-12,2022-W19,111,Country_Github,
Slovenia,Daily hospital occupancy,2022-05-13,2022-W19,114,Country_Github,
Slovenia,Daily hospital occupancy,2022-05-14,2022-W19,97,Country_Github,
Slovenia,Daily hospital occupancy,2022-05-15,2022-W19,97,Country_Github,
Slovenia,Daily hospital occupancy,2022-05-16,2022-W20,97,Country_Github,
Slovenia,Daily hospital occupancy,2022-05-17,2022-W20,80,Country_Github,
Slovenia,Daily hospital occupancy,2022-05-18,2022-W20,71,Country_Github,
Slovenia,Daily hospital occupancy,2022-05-19,2022-W20,67,Country_Github,
Slovenia,Daily hospital occupancy,2022-05-20,2022-W20,61,Country_Github,
Slovenia,Daily hospital occupancy,2022-05-21,2022-W20,57,Country_Github,
Slovenia,Daily hospital occupancy,2022-05-22,2022-W20,60,Country_Github,
Slovenia,Daily hospital occupancy,2022-05-23,2022-W21,61,Country_Github,
Slovenia,Daily hospital occupancy,2022-05-24,2022-W21,59,Country_Github,
Slovenia,Daily hospital occupancy,2022-05-25,2022-W21,55,Country_Github,
Slovenia,Daily hospital occupancy,2022-05-26,2022-W21,50,Country_Github,
Slovenia,Daily hospital occupancy,2022-05-27,2022-W21,51,Country_Github,
Slovenia,Daily hospital occupancy,2022-05-28,2022-W21,55,Country_Github,
Slovenia,Daily hospital occupancy,2022-05-29,2022-W21,55,Country_Github,
Slovenia,Daily hospital occupancy,2022-05-30,2022-W22,58,Country_Github,
Slovenia,Daily hospital occupancy,2022-05-31,2022-W22,55,Country_Github,
Slovenia,Daily hospital occupancy,2022-06-01,2022-W22,55,Country_Github,
Slovenia,Daily hospital occupancy,2022-06-02,2022-W22,59,Country_Github,
Slovenia,Daily hospital occupancy,2022-06-03,2022-W22,48,Country_Github,
Slovenia,Daily hospital occupancy,2022-06-04,2022-W22,46,Country_Github,
Slovenia,Daily hospital occupancy,2022-06-05,2022-W22,47,Country_Github,
Slovenia,Daily hospital occupancy,2022-06-06,2022-W23,51,Country_Github,
Slovenia,Daily hospital occupancy,2022-06-07,2022-W23,42,Country_Github,
Slovenia,Daily hospital occupancy,2022-06-08,2022-W23,40,Country_Github,
Slovenia,Daily hospital occupancy,2022-06-09,2022-W23,45,Country_Github,
Slovenia,Daily hospital occupancy,2022-06-10,2022-W23,43,Country_Github,
Slovenia,Daily hospital occupancy,2022-06-11,2022-W23,42,Country_Github,
Slovenia,Daily hospital occupancy,2022-06-12,2022-W23,44,Country_Github,
Slovenia,Daily hospital occupancy,2022-06-13,2022-W24,46,Country_Github,
Slovenia,Daily hospital occupancy,2022-06-14,2022-W24,47,Country_Github,
Slovenia,Daily hospital occupancy,2022-06-15,2022-W24,50,Country_Github,
Slovenia,Daily hospital occupancy,2022-06-16,2022-W24,53,Country_Github,
Slovenia,Daily hospital occupancy,2022-06-17,2022-W24,53,Country_Github,
Slovenia,Daily hospital occupancy,2022-06-18,2022-W24,53,Country_Github,
Slovenia,Daily hospital occupancy,2022-06-19,2022-W24,53,Country_Github,
Slovenia,Daily hospital occupancy,2022-06-20,2022-W25,52,Country_Github,
Slovenia,Daily hospital occupancy,2022-06-21,2022-W25,49,Country_Github,
Slovenia,Daily hospital occupancy,2022-06-22,2022-W25,47,Country_Github,
Slovenia,Daily hospital occupancy,2022-06-23,2022-W25,53,Country_Github,
Slovenia,Daily hospital occupancy,2022-06-24,2022-W25,59,Country_Github,
Slovenia,Daily hospital occupancy,2022-06-25,2022-W25,62,Country_Github,
Slovenia,Daily hospital occupancy,2022-06-26,2022-W25,62,Country_Github,
Slovenia,Daily hospital occupancy,2022-06-27,2022-W26,59,Country_Github,
Slovenia,Daily hospital occupancy,2022-06-28,2022-W26,60,Country_Github,
Slovenia,Daily hospital occupancy,2022-06-29,2022-W26,58,Country_Github,
Slovenia,Daily hospital occupancy,2022-06-30,2022-W26,83,Country_Github,
Slovenia,Daily hospital occupancy,2022-07-01,2022-W26,86,Country_Github,
Slovenia,Daily hospital occupancy,2022-07-02,2022-W26,81,Country_Github,
Slovenia,Daily hospital occupancy,2022-07-03,2022-W26,82,Country_Github,
Slovenia,Daily hospital occupancy,2022-07-04,2022-W27,89,Country_Github,
Slovenia,Daily hospital occupancy,2022-07-05,2022-W27,93,Country_Github,
Slovenia,Daily hospital occupancy,2022-07-06,2022-W27,91,Country_Github,
Slovenia,Daily hospital occupancy,2022-07-07,2022-W27,105,Country_Github,
Slovenia,Daily hospital occupancy,2022-07-08,2022-W27,98,Country_Github,
Slovenia,Daily hospital occupancy,2022-07-09,2022-W27,93,Country_Github,
Slovenia,Daily hospital occupancy,2022-07-10,2022-W27,97,Country_Github,
Slovenia,Daily hospital occupancy,2022-07-11,2022-W28,109,Country_Github,
Slovenia,Daily hospital occupancy,2022-07-12,2022-W28,104,Country_Github,
Slovenia,Daily hospital occupancy,2022-07-13,2022-W28,133,Country_Github,
Slovenia,Daily hospital occupancy,2022-07-14,2022-W28,124,Country_Github,
Slovenia,Daily hospital occupancy,2022-07-15,2022-W28,131,Country_Github,
Slovenia,Daily hospital occupancy,2022-07-16,2022-W28,126,Country_Github,
Slovenia,Daily hospital occupancy,2022-07-17,2022-W28,145,Country_Github,
Slovenia,Daily hospital occupancy,2022-07-18,2022-W29,159,Country_Github,
Slovenia,Daily hospital occupancy,2022-07-19,2022-W29,155,Country_Github,
Slovenia,Daily hospital occupancy,2022-07-20,2022-W29,155,Country_Github,
Slovenia,Daily hospital occupancy,2022-07-21,2022-W29,142,Country_Github,
Slovenia,Daily hospital occupancy,2022-07-22,2022-W29,147,Country_Github,
Slovenia,Daily hospital occupancy,2022-07-23,2022-W29,143,Country_Github,
Slovenia,Daily hospital occupancy,2022-07-24,2022-W29,155,Country_Github,
Slovenia,Daily hospital occupancy,2022-07-25,2022-W30,160,Country_Github,
Slovenia,Daily hospital occupancy,2022-07-26,2022-W30,142,Country_Github,
Slovenia,Daily hospital occupancy,2022-07-27,2022-W30,149,Country_Github,
Slovenia,Daily hospital occupancy,2022-07-28,2022-W30,144,Country_Github,
Slovenia,Daily hospital occupancy,2022-07-29,2022-W30,142,Country_Github,
Slovenia,Daily hospital occupancy,2022-07-30,2022-W30,131,Country_Github,
Slovenia,Daily hospital occupancy,2022-07-31,2022-W30,129,Country_Github,
Slovenia,Daily hospital occupancy,2022-08-01,2022-W31,136,Country_Github,
Slovenia,Daily hospital occupancy,2022-08-02,2022-W31,140,Country_Github,
Slovenia,Daily hospital occupancy,2022-08-03,2022-W31,141,Country_Github,
Slovenia,Daily hospital occupancy,2022-08-04,2022-W31,141,Country_Github,
Slovenia,Daily hospital occupancy,2022-08-05,2022-W31,146,Country_Github,
Slovenia,Daily hospital occupancy,2022-08-06,2022-W31,144,Country_Github,
Slovenia,Daily hospital occupancy,2022-08-07,2022-W31,143,Country_Github,
Slovenia,Daily hospital occupancy,2022-08-08,2022-W32,150,Country_Github,
Slovenia,Daily hospital occupancy,2022-08-09,2022-W32,143,Country_Github,
Slovenia,Daily hospital occupancy,2022-08-10,2022-W32,140,Country_Github,
Slovenia,Daily hospital occupancy,2022-08-11,2022-W32,144,Country_Github,
Slovenia,Daily hospital occupancy,2022-08-12,2022-W32,150,Country_Github,
Slovenia,Daily hospital occupancy,2022-08-13,2022-W32,140,Country_Github,
Slovenia,Daily hospital occupancy,2022-08-14,2022-W32,141,Country_Github,
Slovenia,Daily hospital occupancy,2022-08-15,2022-W33,137,Country_Github,
Slovenia,Daily hospital occupancy,2022-08-16,2022-W33,149,Country_Github,
Slovenia,Daily hospital occupancy,2022-08-17,2022-W33,150,Country_Github,
Slovenia,Daily hospital occupancy,2022-08-18,2022-W33,142,Country_Github,
Slovenia,Daily hospital occupancy,2022-08-19,2022-W33,142,Country_Github,
Slovenia,Daily hospital occupancy,2022-08-20,2022-W33,141,Country_Github,
Slovenia,Daily hospital occupancy,2022-08-21,2022-W33,145,Country_Github,
Slovenia,Daily hospital occupancy,2022-08-22,2022-W34,142,Country_Github,
Slovenia,Daily hospital occupancy,2022-08-23,2022-W34,114,Country_Github,
Slovenia,Daily hospital occupancy,2022-08-24,2022-W34,114,Country_Github,
Slovenia,Daily hospital occupancy,2022-08-25,2022-W34,111,Country_Github,
Slovenia,Daily hospital occupancy,2022-08-26,2022-W34,111,Country_Github,
Slovenia,Daily hospital occupancy,2022-08-27,2022-W34,106,Country_Github,
Slovenia,Daily hospital occupancy,2022-08-28,2022-W34,107,Country_Github,
Slovenia,Daily hospital occupancy,2022-08-29,2022-W35,117,Country_Github,
Slovenia,Daily hospital occupancy,2022-08-30,2022-W35,118,Country_Github,
Slovenia,Daily hospital occupancy,2022-08-31,2022-W35,112,Country_Github,
Slovenia,Daily hospital occupancy,2022-09-01,2022-W35,112,Country_Github,
Slovenia,Daily hospital occupancy,2022-09-02,2022-W35,111,Country_Github,
Slovenia,Daily hospital occupancy,2022-09-03,2022-W35,106,Country_Github,
Slovenia,Daily hospital occupancy,2022-09-04,2022-W35,107,Country_Github,
Slovenia,Daily hospital occupancy,2022-09-05,2022-W36,110,Country_Github,
Slovenia,Daily hospital occupancy,2022-09-06,2022-W36,107,Country_Github,
Slovenia,Daily hospital occupancy,2022-09-07,2022-W36,102,Country_Github,
Slovenia,Daily hospital occupancy,2022-09-08,2022-W36,101,Country_Github,
Slovenia,Daily hospital occupancy,2022-09-09,2022-W36,97,Country_Github,
Slovenia,Daily hospital occupancy,2022-09-10,2022-W36,95,Country_Github,
Slovenia,Daily hospital occupancy,2022-09-11,2022-W36,104,Country_Github,
Slovenia,Daily hospital occupancy,2022-09-12,2022-W37,109,Country_Github,
Slovenia,Daily hospital occupancy,2022-09-13,2022-W37,111,Country_Github,
Slovenia,Daily hospital occupancy,2022-09-14,2022-W37,110,Country_Github,
Slovenia,Daily hospital occupancy,2022-09-15,2022-W37,105,Country_Github,
Slovenia,Daily hospital occupancy,2022-09-16,2022-W37,109,Country_Github,
Slovenia,Daily hospital occupancy,2022-09-17,2022-W37,108,Country_Github,
Slovenia,Daily hospital occupancy,2022-09-18,2022-W37,108,Country_Github,
Slovenia,Daily hospital occupancy,2022-09-19,2022-W38,110,Country_Github,
Slovenia,Daily hospital occupancy,2022-09-20,2022-W38,111,Country_Github,
Slovenia,Daily hospital occupancy,2022-09-21,2022-W38,105,Country_Github,
Slovenia,Daily hospital occupancy,2022-09-22,2022-W38,114,Country_Github,
Slovenia,Daily hospital occupancy,2022-09-23,2022-W38,107,Country_Github,
Slovenia,Daily hospital occupancy,2022-09-24,2022-W38,103,Country_Github,
Slovenia,Daily hospital occupancy,2022-09-25,2022-W38,108,Country_Github,
Slovenia,Daily hospital occupancy,2022-09-26,2022-W39,114,Country_Github,
Slovenia,Daily hospital occupancy,2022-09-27,2022-W39,122,Country_Github,
Slovenia,Daily hospital occupancy,2022-09-28,2022-W39,130,Country_Github,
Slovenia,Daily hospital occupancy,2022-09-29,2022-W39,132,Country_Github,
Slovenia,Daily hospital occupancy,2022-09-30,2022-W39,131,Country_Github,
Slovenia,Daily hospital occupancy,2022-10-01,2022-W39,141,Country_Github,
Slovenia,Daily hospital occupancy,2022-10-02,2022-W39,143,Country_Github,
Slovenia,Daily hospital occupancy,2022-10-03,2022-W40,149,Country_Github,
Slovenia,Daily hospital occupancy,2022-10-04,2022-W40,143,Country_Github,
Slovenia,Daily hospital occupancy,2022-10-05,2022-W40,143,Country_Github,
Slovenia,Daily hospital occupancy,2022-10-06,2022-W40,140,Country_Github,
Slovenia,Daily hospital occupancy,2022-10-07,2022-W40,145,Country_Github,
Slovenia,Daily hospital occupancy,2022-10-08,2022-W40,143,Country_Github,
Slovenia,Daily hospital occupancy,2022-10-09,2022-W40,147,Country_Github,
Slovenia,Daily hospital occupancy,2022-10-10,2022-W41,155,Country_Github,
Slovenia,Daily hospital occupancy,2022-10-11,2022-W41,160,Country_Github,
Slovenia,Daily hospital occupancy,2022-10-12,2022-W41,156,Country_Github,
Slovenia,Daily hospital occupancy,2022-10-13,2022-W41,154,Country_Github,
Slovenia,Daily hospital occupancy,2022-10-14,2022-W41,134,Country_Github,
Slovenia,Daily hospital occupancy,2022-10-15,2022-W41,136,Country_Github,
Slovenia,Daily hospital occupancy,2022-10-16,2022-W41,136,Country_Github,
Slovenia,Daily hospital occupancy,2022-10-17,2022-W42,139,Country_Github,
Slovenia,Daily hospital occupancy,2022-10-18,2022-W42,133,Country_Github,
Slovenia,Daily hospital occupancy,2022-10-19,2022-W42,125,Country_Github,
Slovenia,Daily hospital occupancy,2022-10-20,2022-W42,134,Country_Github,
Slovenia,Daily hospital occupancy,2022-10-21,2022-W42,119,Country_Github,
Slovenia,Daily hospital occupancy,2022-10-22,2022-W42,116,Country_Github,
Slovenia,Daily hospital occupancy,2022-10-23,2022-W42,120,Country_Github,
Slovenia,Daily hospital occupancy,2022-10-24,2022-W43,119,Country_Github,
Slovenia,Daily hospital occupancy,2022-10-25,2022-W43,126,Country_Github,
Slovenia,Daily hospital occupancy,2022-10-26,2022-W43,117,Country_Github,
Slovenia,Daily hospital occupancy,2022-10-27,2022-W43,124,Country_Github,
Slovenia,Daily hospital occupancy,2022-10-28,2022-W43,120,Country_Github,
Slovenia,Daily hospital occupancy,2022-10-29,2022-W43,109,Country_Github,
Slovenia,Daily hospital occupancy,2022-10-30,2022-W43,93,Country_Github,
Slovenia,Daily hospital occupancy,2022-10-31,2022-W44,87,Country_Github,
Slovenia,Daily hospital occupancy,2022-11-01,2022-W44,92,Country_Github,
Slovenia,Daily hospital occupancy,2022-11-02,2022-W44,94,Country_Github,
Slovenia,Daily hospital occupancy,2022-11-03,2022-W44,95,Country_Github,
Slovenia,Daily hospital occupancy,2022-11-04,2022-W44,100,Country_Github,
Slovenia,Daily hospital occupancy,2022-11-05,2022-W44,87,Country_Github,
Slovenia,Daily hospital occupancy,2022-11-06,2022-W44,97,Country_Github,
Slovenia,Daily hospital occupancy,2022-11-07,2022-W45,94,Country_Github,
Slovenia,Daily hospital occupancy,2022-11-08,2022-W45,85,Country_Github,
Slovenia,Daily hospital occupancy,2022-11-09,2022-W45,76,Country_Github,
Slovenia,Daily hospital occupancy,2022-11-10,2022-W45,78,Country_Github,
Slovenia,Daily hospital occupancy,2022-11-11,2022-W45,69,Country_Github,
Slovenia,Daily hospital occupancy,2022-11-12,2022-W45,73,Country_Github,
Slovenia,Daily hospital occupancy,2022-11-13,2022-W45,79,Country_Github,
Slovenia,Daily hospital occupancy,2022-11-14,2022-W46,83,Country_Github,
Slovenia,Daily hospital occupancy,2022-11-15,2022-W46,81,Country_Github,
Slovenia,Daily hospital occupancy,2022-11-16,2022-W46,83,Country_Github,
Slovenia,Daily hospital occupancy,2022-11-17,2022-W46,80,Country_Github,
Slovenia,Daily hospital occupancy,2022-11-18,2022-W46,83,Country_Github,
Slovenia,Daily hospital occupancy,2022-11-19,2022-W46,83,Country_Github,
Slovenia,Daily hospital occupancy,2022-11-20,2022-W46,83,Country_Github,
Slovenia,Daily hospital occupancy,2022-11-21,2022-W47,82,Country_Github,
Slovenia,Daily hospital occupancy,2022-11-22,2022-W47,73,Country_Github,
Slovenia,Daily hospital occupancy,2022-11-23,2022-W47,79,Country_Github,
Slovenia,Daily hospital occupancy,2022-11-24,2022-W47,76,Country_Github,
Slovenia,Daily hospital occupancy,2022-11-25,2022-W47,85,Country_Github,
Slovenia,Daily hospital occupancy,2022-11-26,2022-W47,88,Country_Github,
Slovenia,Daily hospital occupancy,2022-11-27,2022-W47,96,Country_Github,
Slovenia,Daily hospital occupancy,2022-11-28,2022-W48,93,Country_Github,
Slovenia,Daily hospital occupancy,2022-11-29,2022-W48,86,Country_Github,
Slovenia,Daily hospital occupancy,2022-11-30,2022-W48,91,Country_Github,
Slovenia,Daily hospital occupancy,2022-12-01,2022-W48,91,Country_Github,
Slovenia,Daily hospital occupancy,2022-12-02,2022-W48,94,Country_Github,
Slovenia,Daily hospital occupancy,2022-12-03,2022-W48,96,Country_Github,
Slovenia,Daily hospital occupancy,2022-12-04,2022-W48,106,Country_Github,
Slovenia,Daily hospital occupancy,2022-12-05,2022-W49,108,Country_Github,
Slovenia,Daily hospital occupancy,2022-12-06,2022-W49,109,Country_Github,
Slovenia,Daily hospital occupancy,2022-12-07,2022-W49,105,Country_Github,
Slovenia,Daily hospital occupancy,2022-12-08,2022-W49,108,Country_Github,
Slovenia,Daily hospital occupancy,2022-12-09,2022-W49,113,Country_Github,
Slovenia,Daily hospital occupancy,2022-12-10,2022-W49,112,Country_Github,
Slovenia,Daily hospital occupancy,2022-12-11,2022-W49,120,Country_Github,
Slovenia,Daily hospital occupancy,2022-12-12,2022-W50,119,Country_Github,
Slovenia,Daily hospital occupancy,2022-12-13,2022-W50,119,Country_Github,
Slovenia,Daily hospital occupancy,2022-12-14,2022-W50,116,Country_Github,
Slovenia,Daily hospital occupancy,2022-12-15,2022-W50,118,Country_Github,
Slovenia,Daily hospital occupancy,2022-12-16,2022-W50,127,Country_Github,
Slovenia,Daily hospital occupancy,2022-12-17,2022-W50,129,Country_Github,
Slovenia,Daily hospital occupancy,2022-12-18,2022-W50,125,Country_Github,
Slovenia,Daily hospital occupancy,2022-12-19,2022-W51,128,Country_Github,
Slovenia,Daily hospital occupancy,2022-12-20,2022-W51,120,Country_Github,
Slovenia,Daily hospital occupancy,2022-12-21,2022-W51,124,Country_Github,
Slovenia,Daily hospital occupancy,2022-12-22,2022-W51,122,Country_Github,
Slovenia,Daily hospital occupancy,2022-12-23,2022-W51,115,Country_Github,
Slovenia,Daily hospital occupancy,2022-12-24,2022-W51,105,Country_Github,
Slovenia,Daily hospital occupancy,2022-12-25,2022-W51,110,Country_Github,
Slovenia,Daily hospital occupancy,2022-12-26,2022-W52,110,Country_Github,
Slovenia,Daily hospital occupancy,2022-12-27,2022-W52,112,Country_Github,
Slovenia,Daily hospital occupancy,2022-12-28,2022-W52,109,Country_Github,
Slovenia,Daily hospital occupancy,2022-12-29,2022-W52,117,Country_Github,
Slovenia,Daily hospital occupancy,2022-12-30,2022-W52,119,Country_Github,
Slovenia,Daily hospital occupancy,2022-12-31,2022-W52,114,Country_Github,
Slovenia,Daily hospital occupancy,2023-01-01,2022-W52,111,Country_Github,
Slovenia,Daily hospital occupancy,2023-01-02,2023-W01,115,Country_Github,
Slovenia,Daily hospital occupancy,2023-01-03,2023-W01,116,Country_Github,
Slovenia,Daily hospital occupancy,2023-01-04,2023-W01,118,Country_Github,
Slovenia,Daily hospital occupancy,2023-01-05,2023-W01,113,Country_Github,
Slovenia,Daily hospital occupancy,2023-01-06,2023-W01,113,Country_Github,
Slovenia,Daily hospital occupancy,2023-01-07,2023-W01,111,Country_Github,
Slovenia,Daily hospital occupancy,2023-01-08,2023-W01,114,Country_Github,
Slovenia,Daily hospital occupancy,2023-01-09,2023-W02,116,Country_Github,
Slovenia,Daily hospital occupancy,2023-01-10,2023-W02,112,Country_Github,
Slovenia,Daily hospital occupancy,2023-01-11,2023-W02,110,Country_Github,
Slovenia,Daily hospital occupancy,2023-01-12,2023-W02,110,Country_Github,
Slovenia,Daily hospital occupancy,2023-01-13,2023-W02,98,Country_Github,
Slovenia,Daily hospital occupancy,2023-01-14,2023-W02,93,Country_Github,
Slovenia,Daily hospital occupancy,2023-01-15,2023-W02,93,Country_Github,
Slovenia,Daily hospital occupancy,2023-01-16,2023-W03,92,Country_Github,
Slovenia,Daily hospital occupancy,2023-01-17,2023-W03,91,Country_Github,
Slovenia,Daily hospital occupancy,2023-01-18,2023-W03,92,Country_Github,
Slovenia,Daily hospital occupancy,2023-01-19,2023-W03,83,Country_Github,
Slovenia,Daily hospital occupancy,2023-01-20,2023-W03,80,Country_Github,
Slovenia,Daily hospital occupancy,2023-01-21,2023-W03,79,Country_Github,
Slovenia,Daily hospital occupancy,2023-01-22,2023-W03,77,Country_Github,
Slovenia,Daily hospital occupancy,2023-01-23,2023-W04,78,Country_Github,
Slovenia,Daily hospital occupancy,2023-01-24,2023-W04,72,Country_Github,
Slovenia,Daily hospital occupancy,2023-01-25,2023-W04,70,Country_Github,
Slovenia,Daily hospital occupancy,2023-01-26,2023-W04,67,Country_Github,
Slovenia,Daily hospital occupancy,2023-01-27,2023-W04,57,Country_Github,
Slovenia,Daily hospital occupancy,2023-01-28,2023-W04,64,Country_Github,
Slovenia,Daily hospital occupancy,2023-01-29,2023-W04,64,Country_Github,
Slovenia,Daily hospital occupancy,2023-01-30,2023-W05,66,Country_Github,
Slovenia,Daily hospital occupancy,2023-01-31,2023-W05,54,Country_Github,
Slovenia,Daily hospital occupancy,2023-02-01,2023-W05,43,Country_Github,
Slovenia,Daily hospital occupancy,2023-02-02,2023-W05,45,Country_Github,
Slovenia,Daily hospital occupancy,2023-02-03,2023-W05,42,Country_Github,
Slovenia,Daily hospital occupancy,2023-02-04,2023-W05,36,Country_Github,
Slovenia,Daily hospital occupancy,2023-02-05,2023-W05,35,Country_Github,
Slovenia,Daily hospital occupancy,2023-02-06,2023-W06,33,Country_Github,
Slovenia,Daily hospital occupancy,2023-02-07,2023-W06,30,Country_Github,
Slovenia,Daily hospital occupancy,2023-02-08,2023-W06,29,Country_Github,
Slovenia,Daily hospital occupancy,2023-02-09,2023-W06,26,Country_Github,
Slovenia,Daily hospital occupancy,2023-02-10,2023-W06,25,Country_Github,
Slovenia,Daily hospital occupancy,2023-02-11,2023-W06,23,Country_Github,
Slovenia,Daily hospital occupancy,2023-02-12,2023-W06,23,Country_Github,
Slovenia,Daily hospital occupancy,2023-02-13,2023-W07,29,Country_Github,
Slovenia,Daily hospital occupancy,2023-02-14,2023-W07,31,Country_Github,
Slovenia,Daily hospital occupancy,2023-02-15,2023-W07,32,Country_Github,
Slovenia,Daily hospital occupancy,2023-02-16,2023-W07,28,Country_Github,
Slovenia,Daily hospital occupancy,2023-02-17,2023-W07,32,Country_Github,
Slovenia,Daily hospital occupancy,2023-02-18,2023-W07,31,Country_Github,
Slovenia,Daily hospital occupancy,2023-02-19,2023-W07,33,Country_Github,
Slovenia,Daily hospital occupancy,2023-02-20,2023-W08,34,Country_Github,
Slovenia,Daily hospital occupancy,2023-02-21,2023-W08,34,Country_Github,
Slovenia,Daily hospital occupancy,2023-02-22,2023-W08,33,Country_Github,
